we_vote_id,ballot_item_display_name,state_code,party,twitter_description,candidate_ultimate_election_date,contest_office_name,district_name,google_civic_election_id,state_code_2
wv87cand2306716,Paul Ondash,pa,Democrat,,20231107,Greene County Prothonotary,Greene County,1000337,pa
wv87cand2306717,Crystal Walters,pa,Democrat,,20231107,Greene County Clerk of Courts/Clerk of the Orphans' Court,Greene County,1000337,pa
wv87cand2306718,Kelsey Dunn,pa,Republican,,20231107,Huntingdon County Register of Wills/Recorder of Deeds/Clerk of the Orphans' Court,Huntingdon County,1000337,pa
wv87cand2306719,Susan M. Harry,pa,Republican,,20231107,Huntingdon County Treasurer,Huntingdon County,1000337,pa
wv87cand2306720,Paul J. Sharum,pa,Democrat,,20231107,Huntingdon County Coroner,Huntingdon County,1000337,pa
wv87cand2306721,Dave Smith,pa,Democrat,,20231107,Huntingdon County District Attorney,Huntingdon County,1000337,pa
wv87cand2306722,Patrick Reeder,pa,Republican,,20231107,Huntingdon County Commissioner,Huntingdon County,1000337,pa
wv87cand2306723,Scott Walls,pa,Republican,,20231107,Huntingdon County Commissioner,Huntingdon County,1000337,pa
wv87cand2306724,Jeff Thomas,pa,Democrat,,20231107,Huntingdon County Commissioner,Huntingdon County,1000337,pa
wv87cand2306725,Jaime Ewell-Irvin,pa,Republican,,20231107,Huntingdon County Auditor,Huntingdon County,1000337,pa
wv87cand2306726,Robin M. Horne,pa,Republican,,20231107,Huntingdon County Auditor,Huntingdon County,1000337,pa
wv87cand2306727,Craig R. Greenland,pa,Democrat,,20231107,Huntingdon County Auditor,Huntingdon County,1000337,pa
wv87cand2306728,Judy R. Enslen,pa,Democrat,,20231107,Beaver County Clerk of Courts,Beaver County,1000337,pa
wv87cand2306729,Ronald H. Alberti,pa,Republican,,20231107,Beaver County Recorder of Deeds,Beaver County,1000337,pa
wv87cand2306730,Sandra D. Gill,pa,Democrat,,20231107,Beaver County Recorder of Deeds,Beaver County,1000337,pa
wv87cand2306731,Maria Longo,pa,Republican,,20231107,Beaver County Controller,Beaver County,1000337,pa
wv87cand2306732,Tina Price Genes,pa,Democrat,,20231107,Beaver County Controller,Beaver County,1000337,pa
wv87cand2306733,Daniel C. Camp III,pa,Republican,,20231107,Beaver County Commissioner,Beaver County,1000337,pa
wv87cand2306734,Jack Manning,pa,Republican,,20231107,Beaver County Commissioner,Beaver County,1000337,pa
wv87cand2306735,Julian Taylor,pa,Democrat,,20231107,Beaver County Commissioner,Beaver County,1000337,pa
wv87cand2306736,Tony Amadio,pa,Democrat,,20231107,Beaver County Commissioner,Beaver County,1000337,pa
wv87cand2306737,Tony Guy,pa,Democrat,,20231107,Beaver County Sheriff,Beaver County,1000337,pa
wv87cand2306738,Maria Wolfe,pa,Republican,,20231107,Beaver County Register of Wills/Clerk of the Orphans' Court,Beaver County,1000337,pa
wv87cand2306739,Tracey Antoline Patton,pa,Democrat,,20231107,Beaver County Register of Wills/Clerk of the Orphans' Court,Beaver County,1000337,pa
wv87cand2306740,David J. Gabauer,pa,Republican,,20231107,Beaver County Coroner,Beaver County,1000337,pa
wv87cand2306741,Antonio Pitts,pa,Democrat,,20231107,Beaver County Coroner,Beaver County,1000337,pa
wv87cand2306742,Jodi Janicki Jones,pa,Republican,,20231107,Beaver County Prothonotary,Beaver County,1000337,pa
wv87cand2306743,Michael Rossi,pa,Democrat,,20231107,Beaver County Prothonotary,Beaver County,1000337,pa
wv87cand2306744,Sandie Egley,pa,Republican,,20231107,Beaver County Treasurer,Beaver County,1000337,pa
wv87cand2306745,Leonard C. Seanez,pa,Democrat,,20231107,Beaver County Treasurer,Beaver County,1000337,pa
wv87cand2306746,David J. Lozier,pa,Republican,,20231107,Beaver County District Attorney,Beaver County,1000337,pa
wv87cand2306747,Nate Bible,pa,Democrat,,20231107,Beaver County District Attorney,Beaver County,1000337,pa
wv87cand2306748,Harry Haas,pa,Republican,,20231107,Luzerne County Council Member,Luzerne County,1000337,pa
wv87cand2306749,Kimberly Platek,pa,Republican,,20231107,Luzerne County Council Member,Luzerne County,1000337,pa
wv87cand2306750,Lee Ann McDermott,pa,Republican,,20231107,Luzerne County Council Member,Luzerne County,1000337,pa
wv87cand2306751,Matthew Mitchell,pa,Republican,,20231107,Luzerne County Council Member,Luzerne County,1000337,pa
wv87cand2306752,Stephen J. Urban,pa,Republican,,20231107,Luzerne County Council Member,Luzerne County,1000337,pa
wv87cand2306753,Thomas Dombroski,pa,Republican,,20231107,Luzerne County Council Member,Luzerne County,1000337,pa
wv87cand2306754,Brittany Stephenson,pa,Democrat,,20231107,Luzerne County Council Member,Luzerne County,1000337,pa
wv87cand2306755,Jimmy Sabatino,pa,Democrat,,20231107,Luzerne County Council Member,Luzerne County,1000337,pa
wv87cand2306756,Joanna Bryn Smith,pa,Democrat,,20231107,Luzerne County Council Member,Luzerne County,1000337,pa
wv87cand2306757,Maryann Velez,pa,Democrat,,20231107,Luzerne County Council Member,Luzerne County,1000337,pa
wv87cand2306758,Michelle Rothenbecker,pa,Democrat,,20231107,Luzerne County Council Member,Luzerne County,1000337,pa
wv87cand2306759,Patricia Krushnowski,pa,Democrat,,20231107,Luzerne County Council Member,Luzerne County,1000337,pa
wv87cand2306760,Sam Sanguedolce,pa,Democrat,,20231107,Luzerne County District Attorney,Luzerne County,1000337,pa
wv87cand2306761,Robyn M. Goodnoe,pa,Republican,,20231107,Bucks County Register of Wills/Clerk of the Orphans' Court,Bucks County,1000337,pa
wv87cand2306762,Linda Bobrin,pa,Democrat,,20231107,Bucks County Register of Wills/Clerk of the Orphans' Court,Bucks County,1000337,pa
wv87cand2306763,Sherry Bunch Labs,pa,Republican,,20231107,Bucks County Treasurer,Bucks County,1000337,pa
wv87cand2306764,Kris Ballerini,pa,Democrat,,20231107,Bucks County Treasurer,Bucks County,1000337,pa
wv87cand2306765,Jeff Hall Gale,pa,Republican,,20231107,Bucks County Clerk of Courts,Bucks County,1000337,pa
wv87cand2306766,Eileen Hartnett Albillar,pa,Democrat,,20231107,Bucks County Clerk of Courts,Bucks County,1000337,pa
wv87cand2306767,Gene DiGirolamo,pa,Republican,,20231107,Bucks County Commissioner,Bucks County,1000337,pa
wv87cand2306768,Pamela A. Van Blunk,pa,Republican,,20231107,Bucks County Commissioner,Bucks County,1000337,pa
wv87cand2306769,Diane Ellis-Marseglia,pa,Democrat,,20231107,Bucks County Commissioner,Bucks County,1000337,pa
wv87cand2306770,Robert Harvie,pa,Democrat,,20231107,Bucks County Commissioner,Bucks County,1000337,pa
wv87cand2306771,Charles R. Stockert,pa,Republican,,20231107,Bucks County Coroner,Bucks County,1000337,pa
wv87cand2306772,Patti Campi,pa,Democrat,,20231107,Bucks County Coroner,Bucks County,1000337,pa
wv87cand2306773,Jean L. Zore,pa,Republican,,20231107,Elk County Auditor,Elk County,1000337,pa
wv87cand2306774,Sandra A. Caltagarone,pa,Republican,,20231107,Elk County Auditor,Elk County,1000337,pa
wv87cand2306775,Siobhan Voss,pa,Democrat,,20231107,Elk County Auditor,Elk County,1000337,pa
wv87cand2306776,Beau Grove,pa,Democrat,,20231107,Elk County District Attorney,Elk County,1000337,pa
wv87cand2306777,Matthew Frey,pa,Republican,,20231107,Elk County Treasurer,Elk County,1000337,pa
wv87cand2306778,Connie Saline Herzing,pa,Democrat,,20231107,Elk County Treasurer,Elk County,1000337,pa
wv87cand2306779,Lee A. Neureiter,pa,Democrat,,20231107,Elk County Register of Wills/Recorder of Deeds/Clerk of the Orphans' Court,Elk County,1000337,pa
wv87cand2306780,Susanne Straub Schneider,pa,Democrat,,20231107,Elk County Prothonotary/Clerk of Courts,Elk County,1000337,pa
wv87cand2306781,Michelle A. Muccio,pa,Democrat,,20231107,Elk County Coroner,Elk County,1000337,pa
wv87cand2306782,Todd Caltagarone,pa,Democrat,,20231107,Elk County Sheriff,Elk County,1000337,pa
wv87cand2306783,M. Fritz Lecker,pa,Republican,,20231107,Elk County Commissioner,Elk County,1000337,pa
wv87cand2306784,"Matthew G. Quesenberry, Sr.",pa,Democrat,,20231107,Elk County Commissioner,Elk County,1000337,pa
wv87cand2306785,"Raymond J. Krise, Jr.",pa,Democrat,,20231107,Elk County Commissioner,Elk County,1000337,pa
wv87cand2306786,Bob DeLuca,pa,Republican,,20231107,Susquehanna County Auditor,Susquehanna County,1000337,pa
wv87cand2306787,Stephanie M. Sojka-Reisch,pa,Republican,,20231107,Susquehanna County Auditor,Susquehanna County,1000337,pa
wv87cand2306788,Rick Ainey,pa,Democrat,,20231107,Susquehanna County Auditor,Susquehanna County,1000337,pa
wv87cand2306789,David Darrow,pa,Republican,,20231107,Susquehanna County Commissioner,Susquehanna County,1000337,pa
wv87cand2306790,Alan Hall,pa,Republican,,20231107,Susquehanna County Commissioner,Susquehanna County,1000337,pa
wv87cand2306791,Judith Herschel,pa,Democrat,,20231107,Susquehanna County Commissioner,Susquehanna County,1000337,pa
wv87cand2306792,Anthony J. Conarton,pa,Republican,,20231107,Susquehanna County Coroner,Susquehanna County,1000337,pa
wv87cand2306793,Wendy Zapolski,pa,Republican,,20231107,Susquehanna County Register of Wills/Recorder of Deeds/Clerk of the Orphans' Court,Susquehanna County,1000337,pa
wv87cand2306794,Tom Charles,pa,Democrat,,20231107,Susquehanna County Register of Wills/Recorder of Deeds/Clerk of the Orphans' Court,Susquehanna County,1000337,pa
wv87cand2306795,Rebecca Wescott,pa,Republican,,20231107,Susquehanna County Treasurer,Susquehanna County,1000337,pa
wv87cand2306796,Marion O'Malley,pa,Republican,,20231107,Susquehanna County District Attorney,Susquehanna County,1000337,pa
wv87cand2306797,Jeannie Lynn Ritchey,pa,Republican,,20231107,Venango County Treasurer,Venango County,1000337,pa
wv87cand2306798,Jamie Weaver,pa,Republican,,20231107,Venango County Auditor,Venango County,1000337,pa
wv87cand2306799,Marci L. Wilson,pa,Republican,,20231107,Venango County Auditor,Venango County,1000337,pa
wv87cand2306800,Terri Lee McFadden,pa,Democrat,,20231107,Venango County Auditor,Venango County,1000337,pa
wv87cand2306801,Lana L. Linden,pa,Republican,,20231107,Venango County Prothonotary/Clerk of Courts,Venango County,1000337,pa
wv87cand2306802,Sam Breene,pa,Republican,,20231107,Venango County Commissioner,Venango County,1000337,pa
wv87cand2306803,Kenneth J. Bryan,pa,Republican,,20231107,Venango County Commissioner,Venango County,1000337,pa
wv87cand2306804,"Albert ""Chip"" Abramovic",pa,Democrat,,20231107,Venango County Commissioner,Venango County,1000337,pa
wv87cand2306805,Mathew Beith,pa,Democrat,,20231107,Venango County Commissioner,Venango County,1000337,pa
wv87cand2306806,Lee E. Snyder,pa,Republican,,20231107,Juniata County Coroner,Juniata County,1000337,pa
wv87cand2306807,Lori A. Ferry,pa,Republican,,20231107,Juniata County Prothonotary/Clerk of Courts,Juniata County,1000337,pa
wv87cand2306808,Cory J. Snook,pa,Republican,,20231107,Juniata County District Attorney,Juniata County,1000337,pa
wv87cand2306809,Todd A. Graybill,pa,Republican,,20231107,Juniata County Commissioner,Juniata County,1000337,pa
wv87cand2306810,Alice Gray,pa,Republican,,20231107,Juniata County Commissioner,Juniata County,1000337,pa
wv87cand2306811,Chris B. Casner,pa,Democrat,,20231107,Juniata County Commissioner,Juniata County,1000337,pa
wv87cand2306812,Mark R. Partner,pa,Democrat,,20231107,Juniata County Commissioner,Juniata County,1000337,pa
wv87cand2306813,Christie Smith Yorks,pa,Republican,,20231107,Juniata County Auditor,Juniata County,1000337,pa
wv87cand2306814,Miriam Mim Anstine,pa,Republican,,20231107,Juniata County Auditor,Juniata County,1000337,pa
wv87cand2306815,Laura A. Cunninghem,pa,Democrat,,20231107,Juniata County Auditor,Juniata County,1000337,pa
wv87cand2306816,Terri Clark,pa,Republican,,20231107,Chester County Register of Wills/Clerk of the Orphans' Court,Chester County,1000337,pa
wv87cand2306817,Michele Vaughn,pa,Democrat,,20231107,Chester County Register of Wills/Clerk of the Orphans' Court,Chester County,1000337,pa
wv87cand2306818,Ryan L. Hyde,pa,Republican,,20231107,Chester County District Attorney,Chester County,1000337,pa
wv87cand2306819,Christopher de Barrena-Sarobe,pa,Democrat,,20231107,Chester County District Attorney,Chester County,1000337,pa
wv87cand2306820,Roy Kofroth,pa,Republican,,20231107,Chester County Sheriff,Chester County,1000337,pa
wv87cand2306821,Kevin Dykes,pa,Democrat,,20231107,Chester County Sheriff,Chester County,1000337,pa
wv87cand2306822,David C. Sommers,pa,Republican,,20231107,Chester County Commissioner,Chester County,1000337,pa
wv87cand2306823,Eric Roe,pa,Republican,,20231107,Chester County Commissioner,Chester County,1000337,pa
wv87cand2306824,Josh Maxwell,pa,Democrat,,20231107,Chester County Commissioner,Chester County,1000337,pa
wv87cand2306825,Marian Moskowitz,pa,Democrat,,20231107,Chester County Commissioner,Chester County,1000337,pa
wv87cand2306826,Michael Taylor,pa,Republican,,20231107,Chester County Prothonotary,Chester County,1000337,pa
wv87cand2306827,Debbie Bookman,pa,Democrat,,20231107,Chester County Prothonotary,Chester County,1000337,pa
wv87cand2306828,Brian D. Yanoviak,pa,Republican,,20231107,Chester County Recorder of Deeds,Chester County,1000337,pa
wv87cand2306829,Diane O'Dwyer,pa,Democrat,,20231107,Chester County Recorder of Deeds,Chester County,1000337,pa
wv87cand2306830,Donna J. McMillen,pa,Republican,,20231107,Perry County Auditor,Perry County,1000337,pa
wv87cand2306831,Nancy A. Pote,pa,Republican,,20231107,Perry County Auditor,Perry County,1000337,pa
wv87cand2306832,Kathy J. Hoover,pa,Democrat,,20231107,Perry County Auditor,Perry County,1000337,pa
wv87cand2306833,Wendy M. Welfley,pa,Republican,,20231107,Perry County Register or Wills/Recorder of Deeds/Clerk of the Orphans' Court,Perry County,1000337,pa
wv87cand2306834,Zoe Burd,pa,Republican,,20231107,Perry County Prothonotary/Clerk of Courts,Perry County,1000337,pa
wv87cand2306835,Robert Ressler,pa,Republican,,20231107,Perry County Coroner,Perry County,1000337,pa
wv87cand2306836,Bill Lyons,pa,Republican,,20231107,Perry County Commissioner,Perry County,1000337,pa
wv87cand2306837,Frank Campbell,pa,Republican,,20231107,Perry County Commissioner,Perry County,1000337,pa
wv87cand2306838,Brenda L. Watson,pa,Democrat,,20231107,Perry County Commissioner,Perry County,1000337,pa
wv87cand2306839,Jan C. Gibboney,pa,Republican,,20231107,Perry County Treasurer,Perry County,1000337,pa
wv87cand2306840,Clay Merris,pa,Republican,,20231107,Perry County District Attorney,Perry County,1000337,pa
wv87cand2306841,John Cusick,pa,Republican,,20231107,Northampton County Controller,Northampton County,1000337,pa
wv87cand2306842,Tara Zrinski,pa,Democrat,,20231107,Northampton County Controller,Northampton County,1000337,pa
wv87cand2306843,Stephen G. Baratta,pa,Democrat,,20231107,Northampton County District Attorney,Northampton County,1000337,pa
wv87cand2306844,William R. Rowe,pa,Republican,,20231107,Northampton County Council Member - District 1,Northampton County Council District 1,1000337,pa
wv87cand2306845,Ken Kraft,pa,Democrat,,20231107,Northampton County Council Member - District 1,Northampton County Council District 1,1000337,pa
wv87cand2306846,Kelly Keegan,pa,Democrat,,20231107,Northampton County Council Member - District 2,Northampton County Council District 2,1000337,pa
wv87cand2306847,Casey Foreman,pa,Republican,,20231107,Northampton County Council Member - District 3,Northampton County Council District 3,1000337,pa
wv87cand2306848,Jeff Warren,pa,Democrat,,20231107,Northampton County Council Member - District 3,Northampton County Council District 3,1000337,pa
wv87cand2306849,Tom Giovanni,pa,Republican,,20231107,Northampton County Council Member - District 4,Northampton County Council District 4,1000337,pa
wv87cand2306850,Sandra Brown,pa,Republican,,20231107,Northumberland County Treasurer,Northumberland County,1000337,pa
wv87cand2306851,Michael C. O'Donnell,pa,Republican,,20231107,Northumberland County District Attorney,Northumberland County,1000337,pa
wv87cand2306852,Tony Matulewicz,pa,Democrat,,20231107,Northumberland County District Attorney,Northumberland County,1000337,pa
wv87cand2306853,Joseph M. Klebon,pa,Republican,,20231107,Northumberland County Commissioner,Northumberland County,1000337,pa
wv87cand2306854,Samuel Schiccatano,pa,Republican,,20231107,Northumberland County Commissioner,Northumberland County,1000337,pa
wv87cand2306855,Craig Fetterman,pa,Democrat,,20231107,Northumberland County Commissioner,Northumberland County,1000337,pa
wv87cand2306856,Meghan Beck,pa,Democrat,,20231107,Northumberland County Commissioner,Northumberland County,1000337,pa
wv87cand2306857,Robert J. Wolfe,pa,Democrat,,20231107,Northumberland County Sheriff,Northumberland County,1000337,pa
wv87cand2306858,Joy Heinbaugh,pa,Republican,,20231107,Franklin County Register of Wills/Recorder of Deeds,Franklin County,1000337,pa
wv87cand2306859,John J. Patterson,pa,Democrat,,20231107,Franklin County Register of Wills/Recorder of Deeds,Franklin County,1000337,pa
wv87cand2306860,Timothy S. Sponseller,pa,Republican,,20231107,Franklin County Prothonotary,Franklin County,1000337,pa
wv87cand2306861,Linda L. Raimo,pa,Democrat,,20231107,Franklin County Prothonotary,Franklin County,1000337,pa
wv87cand2306862,Todd A. Rock,pa,Republican,,20231107,Franklin County Clerk of Courts/Clerk of the Orphans' Court,Franklin County,1000337,pa
wv87cand2306863,Jordan Conner,pa,Republican,,20231107,Franklin County Coroner,Franklin County,1000337,pa
wv87cand2306864,Patrick Creighton,pa,Democrat,,20231107,Franklin County Coroner,Franklin County,1000337,pa
wv87cand2306865,Harold Wissinger,pa,Republican,,20231107,Franklin County Controller,Franklin County,1000337,pa
wv87cand2306866,Dean Horst,pa,Republican,,20231107,Franklin County Commissioner,Franklin County,1000337,pa
wv87cand2306867,John Flannery,pa,Republican,,20231107,Franklin County Commissioner,Franklin County,1000337,pa
wv87cand2306868,Bob Ziobrowski,pa,Democrat,,20231107,Franklin County Commissioner,Franklin County,1000337,pa
wv87cand2306869,Cameron Schroy,pa,Democrat,,20231107,Franklin County Commissioner,Franklin County,1000337,pa
wv87cand2306870,Ian M. Brink,pa,Republican,,20231107,Franklin County District Attorney,Franklin County,1000337,pa
wv87cand2306871,Benjamin H. Sites,pa,Democrat,,20231107,Franklin County Sheriff,Franklin County,1000337,pa
wv87cand2306872,Brianna Bullers,pa,Republican,,20231107,Jefferson County Register of Wills/Recorder of Deeds/Clerk of the Orphans' Court,Jefferson County,1000337,pa
wv87cand2306873,Scott North,pa,Republican,,20231107,Jefferson County Commissioner,Jefferson County,1000337,pa
wv87cand2306874,Mark H. Humes,pa,Republican,,20231107,Jefferson County Commissioner,Jefferson County,1000337,pa
wv87cand2306875,Jeffrey Pisarcik,pa,Democrat,,20231107,Jefferson County Commissioner,Jefferson County,1000337,pa
wv87cand2306876,John Adduci,pa,Democrat,,20231107,Jefferson County Commissioner,Jefferson County,1000337,pa
wv87cand2306877,Douglas Edward Kougher,pa,Republican,,20231107,Jefferson County Auditor,Jefferson County,1000337,pa
wv87cand2306878,"Edward J. McGinnis, Jr.",pa,Republican,,20231107,Jefferson County Auditor,Jefferson County,1000337,pa
wv87cand2306879,B. Jean Shaw,pa,Democrat,,20231107,Jefferson County Auditor,Jefferson County,1000337,pa
wv87cand2306880,Samuel L. Bartley,pa,Democrat,,20231107,Jefferson County Sheriff,Jefferson County,1000337,pa
wv87cand2306881,Crystal Davis,pa,Democrat,,20231107,Harrisburg City Council Member,Harrisburg city,1000337,pa
wv87cand2306882,Danielle L. Bowers,pa,Democrat,,20231107,Harrisburg City Council Member,Harrisburg city,1000337,pa
wv87cand2306883,Lamont Jones,pa,Democrat,,20231107,Harrisburg City Council Member,Harrisburg city,1000337,pa
wv87cand2306884,Dan Miller,pa,Democrat,,20231107,Harrisburg City Treasurer,Harrisburg city,1000337,pa
wv87cand2306885,John Gilpin,pa,Republican,,20231107,Pike County Treasurer,Pike County,1000337,pa
wv87cand2306886,Chris Brighton,pa,Republican,,20231107,Pike County Coroner,Pike County,1000337,pa
wv87cand2306887,Matthew M. Osterberg,pa,Republican,,20231107,Pike County Commissioner,Pike County,1000337,pa
wv87cand2306888,Ronald R. Schmalzle,pa,Republican,,20231107,Pike County Commissioner,Pike County,1000337,pa
wv87cand2306889,Christa Caceres,pa,Democrat,,20231107,Pike County Commissioner,Pike County,1000337,pa
wv87cand2306890,R. Anthony Waldron,pa,Democrat,,20231107,Pike County Commissioner,Pike County,1000337,pa
wv87cand2306891,Gail Sebring,pa,Republican,,20231107,Pike County Auditor,Pike County,1000337,pa
wv87cand2306892,Thomas Foran,pa,Republican,,20231107,Pike County Auditor,Pike County,1000337,pa
wv87cand2306893,Judy Leary-Wagner,pa,Democrat,,20231107,Pike County Auditor,Pike County,1000337,pa
wv87cand2306894,Raymond Tonkin,pa,Republican,,20231107,Pike County District Attorney,Pike County,1000337,pa
wv87cand2306895,Yvonne Merrill,pa,Republican,,20231107,Pike County Prothonotary/Clerk of Courts/Clerk of Orphans Court,Pike County,1000337,pa
wv87cand2306896,Sharon Schroeder,pa,Republican,,20231107,Pike County Recorder of Deeds/Register of Wills,Pike County,1000337,pa
wv87cand2306897,Brenda S. Lupini,pa,Democrat,,20231107,Columbia County Register of Wills/Recorder of Deeds,Columbia County,1000337,pa
wv87cand2306898,Jeffrey J. Ralston,pa,Republican,,20231107,Columbia County Auditor,Columbia County,1000337,pa
wv87cand2306899,"Kenneth A. Jackman, Sr.",pa,Republican,,20231107,Columbia County Auditor,Columbia County,1000337,pa
wv87cand2306900,Luther J. Black,pa,Democrat,,20231107,Columbia County Auditor,Columbia County,1000337,pa
wv87cand2306901,Stephanie Stroup,pa,Republican,,20231107,Columbia County Prothonotary/Clerk of Courts/Clerk of Orphans' Court,Columbia County,1000337,pa
wv87cand2306902,Cindy Creveling,pa,Republican,,20231107,Columbia County Treasurer,Columbia County,1000337,pa
wv87cand2306903,Dean A. Brewer,pa,Republican,,20231107,Columbia County Commissioner,Columbia County,1000337,pa
wv87cand2306904,Randy Karschner,pa,Republican,,20231107,Columbia County Commissioner,Columbia County,1000337,pa
wv87cand2306905,David M. Kovach,pa,Democrat,,20231107,Columbia County Commissioner,Columbia County,1000337,pa
wv87cand2306906,Ed Sanders III,pa,Democrat,,20231107,Columbia County Commissioner,Columbia County,1000337,pa
wv87cand2306907,Daniel Lynn,pa,Democrat,,20231107,Columbia County District Attorney,Columbia County,1000337,pa
wv87cand2306908,Jeremy R. Reese,pa,Democrat,,20231107,Columbia County Coroner,Columbia County,1000337,pa
wv87cand2306909,Jeffrey Yocum,pa,Republican,,20231107,Lebanon County Coroner,Lebanon County,1000337,pa
wv87cand2306910,Dawn Blauch,pa,Republican,,20231107,Lebanon County Recorder of Deeds,Lebanon County,1000337,pa
wv87cand2306911,Sallie A. Neuin,pa,Republican,,20231107,Lebanon County Treasurer,Lebanon County,1000337,pa
wv87cand2306912,Bob Phillips,pa,Republican,,20231107,Lebanon County Commissioner,Lebanon County,1000337,pa
wv87cand2306913,Mike Kuhn,pa,Republican,,20231107,Lebanon County Commissioner,Lebanon County,1000337,pa
wv87cand2306914,Jo Ellen Litz,pa,Democrat,,20231107,Lebanon County Commissioner,Lebanon County,1000337,pa
wv87cand2306915,Michael Schroeder,pa,Democrat,,20231107,Lebanon County Commissioner,Lebanon County,1000337,pa
wv87cand2306916,Robert M. Mettley,pa,Republican,,20231107,Lebanon County Controller,Lebanon County,1000337,pa
wv87cand2306917,Barbara Smith,pa,Republican,,20231107,Lebanon County Prothonotary/Clerk of Courts,Lebanon County,1000337,pa
wv87cand2306918,Lisa A. Seward,pa,Republican,,20231107,Union County Register of Wills/Recorder of Deeds,Union County,1000337,pa
wv87cand2306919,Carol Manbeck,pa,Republican,,20231107,Union County Auditor,Union County,1000337,pa
wv87cand2306920,Donna Kahley Gemberling,pa,Republican,,20231107,Union County Auditor,Union County,1000337,pa
wv87cand2306921,Robert M. Sundin,pa,Democrat,,20231107,Union County Auditor,Union County,1000337,pa
wv87cand2306922,Jeff Reber,pa,Republican,,20231107,Union County Commissioner,Union County,1000337,pa
wv87cand2306923,Preston Boop,pa,Republican,,20231107,Union County Commissioner,Union County,1000337,pa
wv87cand2306924,Sharon Koppel,pa,Democrat,,20231107,Union County Commissioner,Union County,1000337,pa
wv87cand2306925,Stacy Richards,pa,Democrat,,20231107,Union County Commissioner,Union County,1000337,pa
wv87cand2306926,Diane K. Reigle,pa,Republican,,20231107,Union County Treasurer,Union County,1000337,pa
wv87cand2306927,Robyn Zenzinger,pa,Republican,,20231107,Union County District Attorney,Union County,1000337,pa
wv87cand2306928,Brian L. Kerstetter,pa,Democrat,,20231107,Union County District Attorney,Union County,1000337,pa
wv87cand2306929,Brian T. Field,pa,Republican,,20231107,Wayne County Treasurer,Wayne County,1000337,pa
wv87cand2306930,Deborah L. Bates,pa,Republican,,20231107,Wayne County Recorder of Deeds/Register of Wills,Wayne County,1000337,pa
wv87cand2306931,Christopher M. Rosler,pa,Republican,,20231107,Wayne County Sheriff,Wayne County,1000337,pa
wv87cand2306932,Edward Ned Sandercock,pa,Republican,,20231107,Wayne County Prothonotary,Wayne County,1000337,pa
wv87cand2306933,Brian Smith,pa,Republican,,20231107,Wayne County Commissioner,Wayne County,1000337,pa
wv87cand2306934,James Shook,pa,Republican,,20231107,Wayne County Commissioner,Wayne County,1000337,pa
wv87cand2306935,Jocelyn Cramer,pa,Democrat,,20231107,Wayne County Commissioner,Wayne County,1000337,pa
wv87cand2306936,Michael Dougherty,pa,Democrat,,20231107,Wayne County Commissioner,Wayne County,1000337,pa
wv87cand2306937,Carla J. Komar,pa,Republican,,20231107,Wayne County Auditor,Wayne County,1000337,pa
wv87cand2306938,Catherine Jane Rickard,pa,Republican,,20231107,Wayne County Auditor,Wayne County,1000337,pa
wv87cand2306939,Robin B. Sampson,pa,Democrat,,20231107,Wayne County Auditor,Wayne County,1000337,pa
wv87cand2306940,Edward R. Howell,pa,Democrat,,20231107,Wayne County Coroner,Wayne County,1000337,pa
wv87cand2306941,A.G. Howell,pa,Republican,,20231107,Wayne County District Attorney,Wayne County,1000337,pa
wv87cand2306942,Keriane Chaborek,pa,Republican,,20231107,Tioga County Register of Wills/Recorder of Deeds/Clerk of the Orphans' Court,Tioga County,1000337,pa
wv87cand2306943,Christine S. Perry,pa,Republican,,20231107,Tioga County Auditor,Tioga County,1000337,pa
wv87cand2306944,Elizabeth T. Craig,pa,Republican,,20231107,Tioga County Auditor,Tioga County,1000337,pa
wv87cand2306945,Sandra K. Olson,pa,Democrat,,20231107,Tioga County District Attorney,Tioga County,1000337,pa
wv87cand2306946,James Daugherty,pa,Republican,,20231107,Tioga County Coroner,Tioga County,1000337,pa
wv87cand2306947,Bob Goodrich,pa,Constitution Party,,20231107,Tioga County Commissioner,Tioga County,1000337,pa
wv87cand2306948,Marc Rice,pa,Republican,,20231107,Tioga County Commissioner,Tioga County,1000337,pa
wv87cand2306949,Sam VanLoon,pa,Republican,,20231107,Tioga County Commissioner,Tioga County,1000337,pa
wv87cand2306950,Joseph Druetto,pa,Democrat,,20231107,Tioga County Commissioner,Tioga County,1000337,pa
wv87cand2306951,Shane Nickerson,pa,Democrat,,20231107,Tioga County Commissioner,Tioga County,1000337,pa
wv87cand2306952,Dave Huffman,pa,Democrat,,20231107,Lycoming County Register of Wills/Recorder of Deeds/Clerk of the Orphans' Court,Lycoming County,1000337,pa
wv87cand2306953,Marc Sortman,pa,Republican,,20231107,Lycoming County Commissioner,Lycoming County,1000337,pa
wv87cand2306954,Scott L. Metzger,pa,Republican,,20231107,Lycoming County Commissioner,Lycoming County,1000337,pa
wv87cand2306955,Denitra Moffett,pa,Democrat,,20231107,Lycoming County Commissioner,Lycoming County,1000337,pa
wv87cand2306956,Mark Mussina,pa,Democrat,,20231107,Lycoming County Commissioner,Lycoming County,1000337,pa
wv87cand2306957,Charles Kiessling,pa,Democrat,,20231107,Lycoming County Coroner,Lycoming County,1000337,pa
wv87cand2306958,Thomas D. Heap,pa,Democrat,,20231107,Lycoming County Prothonotary/Clerk of Courts,Lycoming County,1000337,pa
